RIL.SET,Plate.ID,Genotype,GermTrt,Rep,Dormancy,Total.Seeds,Germs.4wks
Cal x Tac,TCL49_A3,TCL_049,Above,3,D,20,4
Cal x Tac,TCL49_O3,TCL_049,Optimal,3,D,20,6
Cal x Tac,TCL49_A1,TCL_049,Above,1,D,21,0
Cal x Tac,TCL49_C1,TCL_049,Cold,1,D,20,0
Cal x Tac,TCL49_O1,TCL_049,Optimal,1,D,19,0
Cal x Tac,TCL49_A2,TCL_049,Above,2,D,20,0
Cal x Tac,TCL49_C2,TCL_049,Cold,2,D,20,0
Cal x Tac,TCL49_O2,TCL_049,Optimal,2,D,19,0
Cal x Tac,TCL49_C3,TCL_049,Cold,3,D,20,0
Cal x Tac,TCL50_A1,TCL_050,Above,1,ND,20,1
Cal x Tac,TCL50_C1,TCL_050,Cold,1,ND,20,4
Cal x Tac,TCL50_O1,TCL_050,Optimal,1,ND,20,1
Cal x Tac,TCL50_A2,TCL_050,Above,2,ND,20,6
Cal x Tac,TCL50_C2,TCL_050,Cold,2,ND,20,2
Cal x Tac,TCL50_O2,TCL_050,Optimal,2,ND,20,2
Cal x Tac,TCL50_A3,TCL_050,Above,3,ND,20,2
Cal x Tac,TCL50_C3,TCL_050,Cold,3,ND,20,0
Cal x Tac,TCL50_O3,TCL_050,Optimal,3,ND,20,0
Cal x Tac,TCL54_C3,TCL_054,Cold,3,ND,20,2
Cal x Tac,TCL54_A1,TCL_054,Above,1,ND,20,8
Cal x Tac,TCL54_C1,TCL_054,Cold,1,ND,20,3
Cal x Tac,TCL54_O1,TCL_054,Optimal,1,ND,20,1
Cal x Tac,TCL54_A2,TCL_054,Above,2,ND,20,10
Cal x Tac,TCL54_C2,TCL_054,Cold,2,ND,20,2
Cal x Tac,TCL54_O2,TCL_054,Optimal,2,ND,20,5
Cal x Tac,TCL54_A3,TCL_054,Above,3,ND,20,8
Cal x Tac,TCL54_O3,TCL_054,Optimal,3,ND,20,5
Cal x Tac,TCL55_O1,TCL_055,Optimal,1,D,20,1
Cal x Tac,TCL55_O3,TCL_055,Optimal,3,D,20,2
Cal x Tac,TCL55_A3,TCL_055,Above,3,D,20,16
Cal x Tac,TCL55_C1,TCL_055,Cold,1,D,20,1
Cal x Tac,TCL55_O2,TCL_055,Optimal,2,D,20,1
Cal x Tac,TCL55_A1,TCL_055,Above,1,D,20,0
Cal x Tac,TCL55_A2,TCL_055,Above,2,D,20,0
Cal x Tac,TCL55_C2,TCL_055,Cold,2,D,20,0
Cal x Tac,TCL55_C3,TCL_055,Cold,3,D,20,0
Cal x Tac,TCL56_A3,TCL_056,Above,3,D,20,1
Cal x Tac,TCL56_A1,TCL_056,Above,1,D,20,0
Cal x Tac,TCL56_C1,TCL_056,Cold,1,D,20,0
Cal x Tac,TCL56_O1,TCL_056,Optimal,1,D,20,0
Cal x Tac,TCL56_A2,TCL_056,Above,2,D,20,0
Cal x Tac,TCL56_C2,TCL_056,Cold,2,D,20,0
Cal x Tac,TCL56_O2,TCL_056,Optimal,2,D,20,0
Cal x Tac,TCL56_C3,TCL_056,Cold,3,D,20,0
Cal x Tac,TCL56_O3,TCL_056,Optimal,3,D,21,0
Cal x Tac,TCL57_C2,TCL_057,Cold,2,ND,20,5
Cal x Tac,TCL57_O3,TCL_057,Optimal,3,ND,20,1
Cal x Tac,TCL57_A1,TCL_057,Above,1,ND,20,3
Cal x Tac,TCL57_A3,TCL_057,Above,3,ND,21,3
Cal x Tac,TCL57_C1,TCL_057,Cold,1,ND,20,0
Cal x Tac,TCL57_O1,TCL_057,Optimal,1,ND,20,0
Cal x Tac,TCL57_A2,TCL_057,Above,2,ND,20,0
Cal x Tac,TCL57_O2,TCL_057,Optimal,2,ND,20,0
Cal x Tac,TCL57_C3,TCL_057,Cold,3,ND,20,0
Cal x Tac,TCL60_A3,TCL_060,Above,3,ND,20,16
Cal x Tac,TCL60_A1,TCL_060,Above,1,ND,20,3
Cal x Tac,TCL60_C1,TCL_060,Cold,1,ND,20,8
Cal x Tac,TCL60_O1,TCL_060,Optimal,1,ND,20,8
Cal x Tac,TCL60_A2,TCL_060,Above,2,ND,20,12
Cal x Tac,TCL60_C2,TCL_060,Cold,2,ND,20,5
Cal x Tac,TCL60_O2,TCL_060,Optimal,2,ND,20,4
Cal x Tac,TCL60_O3,TCL_060,Optimal,3,ND,20,3
Cal x Tac,TCL60_C3,TCL_060,Cold,3,ND,20,0
Cal x Tac,TCL65_A1,TCL_065,Above,1,D,20,0
Cal x Tac,TCL65_C1,TCL_065,Cold,1,D,20,0
Cal x Tac,TCL65_O1,TCL_065,Optimal,1,D,20,0
Cal x Tac,TCL65_A2,TCL_065,Above,2,D,20,0
Cal x Tac,TCL65_C2,TCL_065,Cold,2,D,20,0
Cal x Tac,TCL65_O2,TCL_065,Optimal,2,D,20,0
Cal x Tac,TCL65_A3,TCL_065,Above,3,D,20,0
Cal x Tac,TCL65_C3,TCL_065,Cold,3,D,20,0
Cal x Tac,TCL65_O3,TCL_065,Optimal,3,D,20,0
Cal x Tac,TCL66_O3,TCL_066,Optimal,3,D,20,9
Cal x Tac,TCL66_A1,TCL_066,Above,1,D,20,1
Cal x Tac,TCL66_O1,TCL_066,Optimal,1,D,20,2
Cal x Tac,TCL66_A2,TCL_066,Above,2,D,20,1
Cal x Tac,TCL66_C2,TCL_066,Cold,2,D,20,4
Cal x Tac,TCL66_O2,TCL_066,Optimal,2,D,20,3
Cal x Tac,TCL66_A3,TCL_066,Above,3,D,20,2
Cal x Tac,TCL66_C3,TCL_066,Cold,3,D,20,3
Cal x Tac,TCL66_C1,TCL_066,Cold,1,D,20,2
Cal x Tac,TCL73_A2,TCL_073,Above,2,D,20,1
Cal x Tac,TCL73_C3,TCL_073,Cold,3,D,20,1
Cal x Tac,TCL73_O3,TCL_073,Optimal,3,D,20,1
Cal x Tac,TCL73_A1,TCL_073,Above,1,D,20,0
Cal x Tac,TCL73_C1,TCL_073,Cold,1,D,20,0
Cal x Tac,TCL73_O1,TCL_073,Optimal,1,D,20,0
Cal x Tac,TCL73_C2,TCL_073,Cold,2,D,20,0
Cal x Tac,TCL73_O2,TCL_073,Optimal,2,D,20,0
Cal x Tac,TCL73_A3,TCL_073,Above,3,D,20,0
Cal x Tac,TCL83_O3,TCL_083,Optimal,3,ND,20,5
Cal x Tac,TCL83_C3,TCL_083,Cold,3,ND,20,10
Cal x Tac,TCL83_A1,TCL_083,Above,1,ND,20,20
Cal x Tac,TCL83_C1,TCL_083,Cold,1,ND,20,5
Cal x Tac,TCL83_O1,TCL_083,Optimal,1,ND,20,12
Cal x Tac,TCL83_A2,TCL_083,Above,2,ND,20,11
Cal x Tac,TCL83_C2,TCL_083,Cold,2,ND,20,10
Cal x Tac,TCL83_O2,TCL_083,Optimal,2,ND,20,12
Cal x Tac,TCL83_A3,TCL_083,Above,3,ND,20,13
Cal x Tac,TCL85_A3,TCL_085,Above,3,ND,21,6
Cal x Tac,TCL85_C3,TCL_085,Cold,3,ND,20,2
Cal x Tac,TCL85_A1,TCL_085,Above,1,ND,20,5
Cal x Tac,TCL85_O1,TCL_085,Optimal,1,ND,20,3
Cal x Tac,TCL85_A2,TCL_085,Above,2,ND,21,6
Cal x Tac,TCL85_O2,TCL_085,Optimal,2,ND,20,1
Cal x Tac,TCL85_C1,TCL_085,Cold,1,ND,20,0
Cal x Tac,TCL85_C2,TCL_085,Cold,2,ND,20,0
Cal x Tac,TCL85_O3,TCL_085,Optimal,3,ND,20,0
Cal x Tac,TCL88_A3,TCL_088,Above,3,ND,19,19
Cal x Tac,TCL88_A1,TCL_088,Above,1,ND,20,9
Cal x Tac,TCL88_C1,TCL_088,Cold,1,ND,20,13
Cal x Tac,TCL88_O1,TCL_088,Optimal,1,ND,20,6
Cal x Tac,TCL88_A2,TCL_088,Above,2,ND,20,4
Cal x Tac,TCL88_C2,TCL_088,Cold,2,ND,20,13
Cal x Tac,TCL88_O2,TCL_088,Optimal,2,ND,21,9
Cal x Tac,TCL88_C3,TCL_088,Cold,3,ND,22,16
Cal x Tac,TCL88_O3,TCL_088,Optimal,3,ND,20,5
Cal x Tac,TCL94_A3,TCL_094,Above,3,ND,21,3
Cal x Tac,TCL94_A1,TCL_094,Above,1,ND,20,1
Cal x Tac,TCL94_C1,TCL_094,Cold,1,ND,20,3
Cal x Tac,TCL94_O1,TCL_094,Optimal,1,ND,20,3
Cal x Tac,TCL94_C2,TCL_094,Cold,2,ND,20,1
Cal x Tac,TCL94_O3,TCL_094,Optimal,3,ND,20,1
Cal x Tac,TCL94_A2,TCL_094,Above,2,ND,20,0
Cal x Tac,TCL94_O2,TCL_094,Optimal,2,ND,20,0
Cal x Tac,TCL94_C3,TCL_094,Cold,3,ND,20,0
Cal x Tac,TCL97_A1,TCL_097,Above,1,D,20,0
Cal x Tac,TCL97_C1,TCL_097,Cold,1,D,20,0
Cal x Tac,TCL97_O1,TCL_097,Optimal,1,D,20,0
Cal x Tac,TCL97_A2,TCL_097,Above,2,D,20,0
Cal x Tac,TCL97_C2,TCL_097,Cold,2,D,20,0
Cal x Tac,TCL97_O2,TCL_097,Optimal,2,D,20,0
Cal x Tac,TCL97_A3,TCL_097,Above,3,D,20,0
Cal x Tac,TCL97_C3,TCL_097,Cold,3,D,20,0
Cal x Tac,TCL97_O3,TCL_097,Optimal,3,D,20,0
Cal x Tac,TCL101_A1,TCL_101,Above,1,D,20,2
Cal x Tac,TCL101_C3,TCL_101,Cold,3,D,20,6
Cal x Tac,TCL101_C1,TCL_101,Cold,1,D,20,4
Cal x Tac,TCL101_O1,TCL_101,Optimal,1,D,20,1
Cal x Tac,TCL101_A2,TCL_101,Above,2,D,20,6
Cal x Tac,TCL101_C2,TCL_101,Cold,2,D,20,3
Cal x Tac,TCL101_O2,TCL_101,Optimal,2,D,20,4
Cal x Tac,TCL101_A3,TCL_101,Above,3,D,20,5
Cal x Tac,TCL101_O3,TCL_101,Optimal,3,D,20,1
Cal x Tac,TCL116_A3,TCL_116,Above,3,D,22,1
Cal x Tac,TCL116_C2,TCL_116,Cold,2,D,20,3
Cal x Tac,TCL116_A1,TCL_116,Above,1,D,20,0
Cal x Tac,TCL116_C1,TCL_116,Cold,1,D,20,0
Cal x Tac,TCL116_O1,TCL_116,Optimal,1,D,20,0
Cal x Tac,TCL116_A2,TCL_116,Above,2,D,20,0
Cal x Tac,TCL116_O2,TCL_116,Optimal,2,D,20,0
Cal x Tac,TCL116_C3,TCL_116,Cold,3,D,20,0
Cal x Tac,TCL116_O3,TCL_116,Optimal,3,D,20,0
